treat,age,educ,black,hisp,married,nodegree,re75,re78
0.00E+00,2.70E+01,7.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,1.10E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.00E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.80E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.06E+04,4.62E+03
0.00E+00,3.40E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.11E+03
0.00E+00,2.40E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.62E+03
0.00E+00,2.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.65E+04
0.00E+00,2.20E+01,8.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,9.92E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.20E+03
0.00E+00,2.00E+01,1.10E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.18E+03,8.74E+03
0.00E+00,2.10E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.34E+03
0.00E+00,1.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.81E+03,1.72E+03
0.00E+00,3.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,9.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.67E+04
0.00E+00,2.40E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.31E+03,0.00E+00
0.00E+00,4.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.72E+03
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.90E+03,5.57E+03
0.00E+00,2.20E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.32E+02,1.33E+03
0.00E+00,2.70E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.78E+03
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.12E+03,2.16E+02
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.61E+03,0.00E+00
0.00E+00,2.50E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.52E+03
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.70E+04
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.57E+03,5.44E+03
0.00E+00,2.60E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,5.59E+02,0.00E+00
0.00E+00,3.00E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.71E+03,0.00E+00
0.00E+00,2.80E+01,1.10E+01,0.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,6.77E+03
0.00E+00,3.40E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.10E+01,7.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,3.30E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.97E+03
0.00E+00,1.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.78E+03,7.17E+03
0.00E+00,2.00E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,7.97E+03,0.00E+00
0.00E+00,1.80E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.86E+03
0.00E+00,2.70E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,7.52E+02,0.00E+00
0.00E+00,2.60E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,6.19E+03
0.00E+00,2.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.66E+03,0.00E+00
0.00E+00,3.10E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.28E+03
0.00E+00,2.20E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E+03,0.00E+00
0.00E+00,2.80E+01,1.40E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,6.54E+03,3.12E+03
0.00E+00,3.50E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.46E+02
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.00E+01,9.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.14E+03,1.32E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.37E+03
0.00E+00,3.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.20E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.15E+03,0.00E+00
0.00E+00,2.10E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,4.49E+02,0.00E+00
0.00E+00,2.00E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.02E+03
0.00E+00,2.10E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.24E+03,1.76E+03
0.00E+00,2.50E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.58E+04
0.00E+00,2.40E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,3.00E+03,5.35E+03
0.00E+00,3.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.90E+03,1.89E+04
0.00E+00,2.10E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.24E+04,0.00E+00
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,4.49E+03,0.00E+00
0.00E+00,2.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.14E+03
0.00E+00,2.00E+01,1.10E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,6.38E+03
0.00E+00,2.50E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+04,1.00E+04
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.45E+02,5.50E+03
0.00E+00,2.60E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.18E+03
0.00E+00,3.80E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.10E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,7.65E+03,8.40E+03
0.00E+00,3.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.91E+03,5.61E+03
0.00E+00,2.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.16E+03,3.95E+04
0.00E+00,3.10E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+04,7.40E+03
0.00E+00,3.40E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.95E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.65E+03,0.00E+00
0.00E+00,2.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.28E+03,8.64E+03
0.00E+00,1.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.20E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.15E+03
0.00E+00,2.00E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,8.33E+03
0.00E+00,2.30E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,3.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.24E+04
0.00E+00,2.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.20E+03,1.12E+04
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.09E+03
0.00E+00,2.00E+01,7.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,4.37E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,9.32E+03,0.00E+00
0.00E+00,2.10E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.55E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.70E+03
0.00E+00,2.90E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.63E+04,1.69E+04
0.00E+00,2.10E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.86E+03,1.16E+04
0.00E+00,2.10E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.10E+04
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E+03,2.09E+04
0.00E+00,2.10E+01,1.10E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,8.92E+03,2.09E+04
0.00E+00,2.60E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,7.32E+03,4.68E+03
0.00E+00,2.40E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+04
0.00E+00,4.30E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,4.13E+03,7.57E+03
0.00E+00,3.10E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.73E+03,0.00E+00
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.71E+03,1.01E+02
0.00E+00,2.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.46E+04
0.00E+00,2.20E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.29E+04
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.87E+03,7.40E+03
0.00E+00,2.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.77E+03
0.00E+00,1.80E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,6.53E+03
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.14E+03,5.77E+03
0.00E+00,2.60E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.93E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.09E+04
0.00E+00,2.60E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,8.48E+03,1.08E+04
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.99E+04,2.35E+04
0.00E+00,2.00E+01,8.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.12E+03,1.17E+04
0.00E+00,2.40E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.70E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,8.80E+03,1.65E+03
0.00E+00,2.60E+01,5.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,3.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.61E+03,0.00E+00
0.00E+00,3.60E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.47E+04
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.20E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,5.06E+02,6.04E+02
0.00E+00,2.50E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E+03
0.00E+00,2.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.77E+03,0.00E+00
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.12E+04
0.00E+00,2.90E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.01E+03,6.55E+03
0.00E+00,2.40E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.70E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.60E+03,6.72E+03
0.00E+00,1.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.02E+02,1.91E+03
0.00E+00,2.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+03,1.33E+02
0.00E+00,3.00E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,9.31E+03,3.98E+03
0.00E+00,2.20E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.35E+04,1.16E+04
0.00E+00,2.40E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.46E+03
0.00E+00,2.90E+01,1.40E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.36E+03,7.23E+03
0.00E+00,2.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E+03
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.32E+03,2.64E+03
0.00E+00,2.50E+01,1.10E+01,0.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,4.49E+03
0.00E+00,3.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+04
0.00E+00,2.20E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.39E+03
0.00E+00,5.50E+01,3.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.84E+03
0.00E+00,3.50E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.90E+03,9.45E+03
0.00E+00,2.00E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.60E+03
0.00E+00,2.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.20E+03,9.38E+03
0.00E+00,2.00E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.47E+03,7.90E+03
0.00E+00,2.70E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.13E+03,0.00E+00
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,6.45E+03,1.70E+04
0.00E+00,2.00E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.53E+03,0.00E+00
0.00E+00,2.60E+01,1.40E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,2.03E+03,0.00E+00
0.00E+00,1.90E+01,8.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.09E+03,2.99E+03
0.00E+00,3.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.92E+03
0.00E+00,2.20E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.20E+01,1.20E+01,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,6.74E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.87E+03,0.00E+00
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,4.48E+03,1.29E+02
0.00E+00,3.20E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+04,1.07E+04
0.00E+00,5.00E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.92E+02,4.16E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,4.48E+01
0.00E+00,2.30E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.10E+01,1.40E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.93E+03,2.94E+04
0.00E+00,3.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.50E+01,7.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.18E+03,9.72E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,3.70E+03
0.00E+00,2.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E+03,1.70E+04
0.00E+00,4.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.93E+03
0.00E+00,3.90E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.80E+03
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,2.00E+04,9.07E+03
0.00E+00,3.40E+01,1.30E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.19E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,3.27E+03,4.79E+02
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.01E+04,0.00E+00
0.00E+00,2.40E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.19E+03
0.00E+00,3.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.11E+04
0.00E+00,2.70E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.61E+03
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,4.93E+03,6.09E+03
0.00E+00,2.90E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E+03,2.73E+03
0.00E+00,2.60E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.17E+03
0.00E+00,4.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,4.12E+03,5.97E+02
0.00E+00,2.80E+01,1.00E+01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.35E+03,6.79E+03
0.00E+00,2.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.33E+03,9.50E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.26E+03
0.00E+00,2.50E+01,8.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,5.16E+02,1.43E+04
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,5.72E+03,1.03E+04
0.00E+00,2.00E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.65E+03,2.79E+02
0.00E+00,2.40E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,8.10E+03,1.12E+04
0.00E+00,2.00E+01,1.10E+01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,8.16E+03,6.34E+03
0.00E+00,2.50E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.63E+02,0.00E+00
0.00E+00,2.80E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.10E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.44E+03,1.15E+04
0.00E+00,2.40E+01,1.10E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.47E+03,1.04E+04
0.00E+00,3.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.10E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.79E+03,6.83E+03
0.00E+00,2.10E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.61E+03,3.08E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.17E+04,1.11E+04
0.00E+00,2.20E+01,1.00E+01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,2.30E+04,5.45E+03
0.00E+00,2.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.71E+03
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.75E+02,9.14E+03
0.00E+00,3.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
0.00E+00,2.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.18E+03
